connection_type,ip,mac,device_id,category,sub_category,manufacturer,type,model,serial_number,os,sw_fw_version,hw_version,vlan,connector_device_id,ap_name,ap_location,risk_score_points,risk_score
Gateway Connection,10.102.22.135 / 1210721150,00:17:23:54:0F:26,CQPDGFDRNP,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,PXJYXGCAF,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPDLVLASR,AL26965858,albany > Building 5 > Floor 8,75,Critical
Gateway Connection,10.102.22.205 / 1210680905,00:17:23:25:E6:DD,CQPDGFDSHF,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,A8CUNX2V21MI,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPDHPSOBZ,CL29239641,clinton > Building 1 > Floor 7,49,Medium
Gateway Connection,10.102.23.61 / 1230246591,00:23:68:A5:61:B3,CQPDGFDSQY,Medical,Patient Devices,Alaris,Infusion Pump Module,8300 EtCO2 Module,MMYAJHLGH,Proprietary Micro Digital SMX RTOS,8.4.5.6,N/A,102,CQPDEUOXPW,CO20859846,columbia > Building 3 > Floor 9,38,Very Low
Wireless Connection,10.102.24.114,00:1A:FA:44:C0:29,CQPDHJKNQU,Medical,Patient Devices,Welch Allyn,Vital Signs Monitor,VSM 6000,IYHAP3MR,Linux 3.2.67,2.40.01,N/A,102,N/A,AL86967488,albany > Building 5 > Floor 8,44,Very Low
Wireless Connection,10.102.24.11,00:40:17:E4:0A:86,CQPDHJKRLE,Medical,Patient Devices,GE,ECG,MAC5500,EMMM0AY4CA,Proprietary C Executive,010A,N/A,102,N/A,CL99138099,clinton > Building 1 > Floor 6,62,High
Wireless Connection,10.102.21.193,00:18:7D:82:AB:5A,CQPDHPSGDW,Medical,Clinical IoT,Capsule,Medical Device Integrator,Neuron 2,N/A,Windows 7 Embedded,N/A,N/A,102,N/A,CL36488120,clinton > Building 2 > Floor 3,62,High
Wireless Connection,10.102.23.177,00:10:7A:F3:AC:3B,CQPDHPSITX,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,CVM8SUUXT,Proprietary Enea OSE,9.12.1.2,N/A,102,N/A,AL48878378,albany > Building 4 > Floor 2,48,Medium
Gateway Connection,10.102.23.105 / 1210171135,00:17:23:D9:C1:F6,CQPDHPSJNR,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,6YNTO,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPDJAHFIL,AL13288506,albany > Building 1 > Floor 4,48,Medium
Gateway Connection,10.102.23.136 / 1230759784,00:23:68:40:E3:C2,CQPDHPSJXM,Medical,Patient Devices,Alaris,Infusion Pump Module,8300 EtCO2 Module,DDNQM5RDBMH,Proprietary Micro Digital SMX RTOS,8.4.5.0,N/A,102,CQPDLVKWOC,BR49860798,bronx > Building 6 > Floor 8,78,Critical
Gateway Connection,10.102.22.169 / 1230347143,00:10:7A:BC:7C:21,CQPDHPSMEU,Medical,Patient Devices,Alaris,Infusion Pump Module,8300 EtCO2 Module,WN9UQ0VVZ0,Proprietary Micro Digital SMX RTOS,8.4.5.6,N/A,102,CQPDGFDRDS,CL80954084,clinton > Building 6 > Floor 3,67,High
Gateway Connection,10.102.22.63 / 1211286897,00:17:23:46:5C:D3,CQPDHPSMOT,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,7LN7YOX1,Proprietary Micro Digital SMX RTOS,9.33.0.50,N/A,102,CQPDJAHIJN,WA14072853,washington > Building 4 > Floor 9,57,Medium
Gateway Connection,10.102.23.61 / 1211353483,00:23:68:11:E3:52,CQPDHPSNSA,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,VBAMMPIK4IC,Proprietary Micro Digital SMX RTOS,9.33.0.50,N/A,102,CQPDEUOXPW,CO05966891,columbia > Building 3 > Floor 9,34,Very Low
Wireless Connection,10.102.22.205,00:17:23:A0:03:52,CQPDHPSOBZ,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,QYLPT51RG4,Proprietary Enea OSE,9.19.1.2,N/A,102,N/A,CL09423662,clinton > Building 1 > Floor 7,52,Medium
Gateway Connection,10.102.22.244 / 1210521398,00:23:68:C8:10:62,CQPDHPSOLU,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,Y0GSRQ5MJG6D,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPCCHYXDQ,CO92105072,columbia > Building 2 > Floor 3,49,Medium
Wireless Connection,10.102.24.115,00:1A:FA:2C:3C:49,CQPDIUGVIU,Medical,Patient Devices,Welch Allyn,Vital Signs Monitor,VSM 6000,2KSYFY,Linux 3.2.67,2.40.01,N/A,102,N/A,CL86805395,clinton > Building 2 > Floor 7,36,Very Low
Gateway Connection,10.102.23.176 / 1230384738,00:10:7A:BA:F6:1F,CQPDJAHEOR,Medical,Patient Devices,Alaris,Infusion Pump Module,8300 EtCO2 Module,6Q0NQ6FFLTP4,Proprietary Micro Digital SMX RTOS,8.4.5.6,N/A,102,CQPDOQONTT,CL97461663,clinton > Building 5 > Floor 1,74,Critical
Wireless Connection,10.102.23.137,00:17:23:05:4D:30,CQPDJAHEYO,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,IOUUDKISBA,Proprietary Enea OSE,9.19.1.2,N/A,102,N/A,AL75943913,albany > Building 1 > Floor 7,76,Critical
Wireless Connection,10.102.23.105,00:17:23:F0:BD:0E,CQPDJAHFIL,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,ZQBQ7LUSJJ4T,Proprietary Enea OSE,9.19.1.2,N/A,102,N/A,AL66364326,albany > Building 1 > Floor 4,53,Medium
Gateway Connection,10.102.22.169 / 1211132169,00:10:7A:50:BD:D7,CQPDJAHHFW,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,QQ75ONCEU7B,Proprietary Micro Digital SMX RTOS,9.33.0.50,N/A,102,CQPDGFDRDS,CL77478024,clinton > Building 6 > Floor 3,40,Very Low
Wireless Connection,10.102.22.102,00:10:7A:ED:5F:DB,CQPDJAHHZQ,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,7ZVNQ4M,Proprietary Enea OSE,9.19.1.2,N/A,102,N/A,CO21285248,columbia > Building 1 > Floor 3,55,Medium
Wireless Connection,10.102.22.63,00:17:23:32:06:60,CQPDJAHIJN,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,J3WZL5UH,Proprietary Enea OSE,9.19.1.2,N/A,102,N/A,WA20073857,washington > Building 4 > Floor 9,77,Critical
Wireless Connection,10.102.23.62,00:17:23:24:98:1C,CQPDJAHITC,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,YUW63,Proprietary Enea OSE,9.19.1.2,N/A,102,N/A,AL45729508,albany > Building 4 > Floor 2,78,Critical
Gateway Connection,10.102.22.244 / 1230865263,00:23:68:F6:84:BA,CQPDJAHJMW,Medical,Patient Devices,Alaris,Infusion Pump Module,8300 EtCO2 Module,E2KIK0XK,Proprietary Micro Digital SMX RTOS,8.4.5.6,N/A,102,CQPCCHYXDQ,CO28549651,columbia > Building 2 > Floor 3,50,Medium
Gateway Connection,10.102.22.204 / 1230751443,00:17:23:85:36:8F,CQPDJAHJWT,Medical,Patient Devices,Alaris,Infusion Pump Module,8300 EtCO2 Module,NFMK9JWNR386,Proprietary Micro Digital SMX RTOS,8.4.5.0,N/A,102,CQPCCHYWTV,BR51787437,bronx > Building 1 > Floor 4,53,Medium
Wireless Connection,10.102.24.30,00:1A:FA:23:FC:D0,CQPDKFDFRR,Medical,Patient Devices,Welch Allyn,Vital Signs Monitor,VSM 6000,KLPJM,Linux 3.2.67,2.40.01,N/A,102,N/A,CO98224255,columbia > Building 1 > Floor 1,43,Very Low
Gateway Connection,10.102.21.220 / 1210148450,00:17:23:3E:9A:AC,CQPDKKVTYO,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,JMCXMR8L,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPDNFZLOC,AL98923472,albany > Building 5 > Floor 8,78,Critical
Gateway Connection,10.102.23.175 / 1210486250,00:23:68:03:E1:41,CQPDKKWBWV,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,FUOLHFQJY8IS,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPCXTSSGB,WA10662417,washington > Building 6 > Floor 9,62,High
Wireless Connection,10.102.23.208,00:17:23:B9:CD:D3,CQPDKKWCGQ,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,24J5JV989,Proprietary Enea OSE,9.19.1.2,N/A,102,N/A,CL99491554,clinton > Building 1 > Floor 7,49,Medium
Gateway Connection,10.102.22.206 / 1211695315,00:17:23:3D:43:7D,CQPDKKWCQT,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,ZW6JK25B6,Proprietary Micro Digital SMX RTOS,9.33.0.50,N/A,102,CQPDNFZUGH,WA89077629,washington > Building 6 > Floor 6,50,Medium
Wireless Connection,10.102.22.245,00:23:68:44:7C:D1,CQPDKKWDAO,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,06YSPL6GVV,Proprietary Enea OSE,9.12.1.2,N/A,102,N/A,AL23054909,albany > Building 3 > Floor 9,64,High
Gateway Connection,10.102.23.28 / 1230839713,00:17:23:81:5A:49,CQPDKKWDKJ,Medical,Patient Devices,Alaris,Infusion Pump Module,8300 EtCO2 Module,JDGMMU5SGN,Proprietary Micro Digital SMX RTOS,8.4.5.6,N/A,102,CQPDLVKZFD,WA25862555,washington > Building 5 > Floor 5,63,High
Gateway Connection,10.102.23.62 / 1210354750,00:17:23:2E:63:43,CQPDKKWDUE,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,DEN0S3H8Z,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPDJAHITC,AL92103215,albany > Building 4 > Floor 2,51,Medium
Gateway Connection,10.102.22.135 / 1230614674,00:17:23:EE:2B:34,CQPDKKWEXX,Medical,Patient Devices,Alaris,Infusion Pump Module,8300 EtCO2 Module,HX181TC0BPAU,Proprietary Micro Digital SMX RTOS,8.4.5.6,N/A,102,CQPDLVLASR,AL85264863,albany > Building 5 > Floor 8,37,Very Low
Gateway Connection,10.102.22.168 / 1210473981,00:10:7A:C3:BC:AF,CQPDKKWFHS,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,534P5VH9RK9H,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPBYCGLGU,CL77467019,clinton > Building 6 > Floor 3,39,Very Low
Wireless Connection,10.102.23.136,00:23:68:5D:24:E0,CQPDLVKWOC,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,D3S1PY,Proprietary Enea OSE,9.19.1.2,N/A,102,N/A,BR38801967,bronx > Building 6 > Floor 8,67,High
Gateway Connection,10.102.23.208 / 1211298952,00:17:23:B1:82:EC,CQPDLVKXHS,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,H15LD7SD479,Proprietary Micro Digital SMX RTOS,9.33.0.50,N/A,102,CQPDKKWCGQ,CL61131248,clinton > Building 1 > Floor 7,67,High
Gateway Connection,10.102.23.175 / 1211453122,00:23:68:F8:C7:49,CQPDLVKXRP,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,JEZOS74DL,Proprietary Micro Digital SMX RTOS,9.33.0.50,N/A,102,CQPCXTSSGB,WA70977767,washington > Building 6 > Floor 9,50,Medium
Gateway Connection,10.102.22.245 / 1210767242,00:23:68:50:B5:BA,CQPDLVKYBQ,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,8VX36,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPDKKWDAO,AL46161407,albany > Building 3 > Floor 9,54,Medium
Gateway Connection,10.102.22.206 / 1210605118,00:17:23:FB:C1:71,CQPDLVKYLN,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,VU6XRZM,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPDNFZUGH,WA81125923,washington > Building 6 > Floor 6,67,High
Gateway Connection,10.102.23.62 / 1210556151,00:17:23:36:61:83,CQPDLVKYVG,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,C2DN0RA,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPDJAHITC,AL03758684,albany > Building 4 > Floor 2,52,Medium
Wireless Connection,10.102.23.28,00:17:23:9C:1B:90,CQPDLVKZFD,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,CO6Z7ABG0HY,Proprietary Enea OSE,9.19.1.2,N/A,102,N/A,WA77280500,washington > Building 5 > Floor 5,59,Medium
Gateway Connection,10.102.22.168 / 1211331780,00:10:7A:7B:28:3F,CQPDLVLAIU,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,8BTPH555823,Proprietary Micro Digital SMX RTOS,9.33.0.50,N/A,102,CQPBYCGLGU,CL60745953,clinton > Building 6 > Floor 3,32,Very Low
Wireless Connection,10.102.22.135,00:17:23:65:91:BF,CQPDLVLASR,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,L2YXHBXDV3,Proprietary Enea OSE,9.19.1.2,N/A,102,N/A,AL76918941,albany > Building 5 > Floor 8,33,Very Low
Wireless Connection,10.102.24.116,00:1A:FA:D5:58:78,CQPDNAVSKU,Medical,Patient Devices,Welch Allyn,Vital Signs Monitor,VSM 6000,YLDKJF1K8AVX,Linux 3.2.67,2.40.01,N/A,102,N/A,BR76255188,bronx > Building 4 > Floor 7,71,Critical
Wireless Connection,10.102.24.10,00:40:17:CD:1E:54,CQPDNAVTEK,Medical,Patient Devices,GE,ECG,MAC5500,ABT94,Proprietary C Executive,010B,N/A,102,N/A,AL28099309,albany > Building 1 > Floor 2,65,High
Wireless Connection,10.102.21.220,00:17:23:3E:69:65,CQPDNFZLOC,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,G7CKSO,Proprietary Enea OSE,9.19.1.2,N/A,102,N/A,AL23489068,albany > Building 5 > Floor 8,61,High
Gateway Connection,10.102.23.176 / 1211574040,00:10:7A:BE:BE:31,CQPDNFZRYZ,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,FMMQM82V,Proprietary Micro Digital SMX RTOS,9.33.0.50,N/A,102,CQPDOQONTT,CL36069089,clinton > Building 5 > Floor 1,59,Medium
Gateway Connection,10.102.23.208 / 1211287287,00:17:23:31:92:E4,CQPDNFZSIU,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,0ND6U2FC,Proprietary Micro Digital SMX RTOS,9.33.0.50,N/A,102,CQPDKKWCGQ,CL34137662,clinton > Building 1 > Floor 7,52,Medium
Gateway Connection,10.102.23.28 / 1210644283,00:17:23:95:D9:02,CQPDNFZTMN,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,F3HO752C51K,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPDLVKZFD,WA76209854,washington > Building 5 > Floor 5,69,High
Gateway Connection,10.102.23.62 / 1210678206,00:17:23:34:D3:29,CQPDNFZTWI,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,9OYXD491,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPDJAHITC,AL20430279,albany > Building 4 > Floor 2,69,High
Wireless Connection,10.102.22.206,00:17:23:7D:3A:68,CQPDNFZUGH,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,XK8G87JT461,Proprietary Enea OSE,9.19.1.2,N/A,102,N/A,WA72247503,washington > Building 6 > Floor 6,58,Medium
Gateway Connection,10.102.22.135 / 1211716036,00:17:23:E2:79:67,CQPDNFZVAB,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,9WX2L8OBIW6,Proprietary Micro Digital SMX RTOS,9.33.0.50,N/A,102,CQPDLVLASR,AL82956755,albany > Building 5 > Floor 8,80,Critical
Gateway Connection,10.102.22.101 / 1211235367,00:23:68:85:D2:AA,CQPDNFZWDQ,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,QF1VI,Proprietary Micro Digital SMX RTOS,9.33.0.50,N/A,102,CQPBYCGKNE,AL72265856,albany > Building 6 > Floor 9,77,Critical
Gateway Connection,10.102.21.220 / 1210343745,00:17:23:5E:ED:D0,CQPDOQOGPE,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,18VKQSF12S7K,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPDNFZLOC,AL67963143,albany > Building 5 > Floor 8,35,Very Low
Gateway Connection,10.102.23.208 / 1211261991,00:17:23:2C:55:52,CQPDOQONJW,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,KINPAPYJCN,Proprietary Micro Digital SMX RTOS,9.33.0.50,N/A,102,CQPDKKWCGQ,CL25164757,clinton > Building 1 > Floor 7,70,Critical
Wireless Connection,10.102.23.176,00:10:7A:79:65:74,CQPDOQONTT,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,VOWH7OFUHR,Proprietary Enea OSE,9.19.1.2,N/A,102,N/A,CL64139362,clinton > Building 5 > Floor 1,52,Medium
Gateway Connection,10.102.23.62 / 1210788075,00:17:23:ED:33:1C,CQPDOQOOXK,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,92U1C7,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPDJAHITC,AL55781664,albany > Building 4 > Floor 2,36,Very Low
Gateway Connection,10.102.23.28 / 1210270628,00:17:23:62:9C:90,CQPDOQOPHH,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,J52FJCA9,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPDLVKZFD,WA23636521,washington > Building 5 > Floor 5,64,High
Gateway Connection,10.102.22.205 / 1211137272,00:17:23:1F:6D:48,CQPDOQOQBB,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,BD4P7,Proprietary Micro Digital SMX RTOS,9.33.0.50,N/A,102,CQPDHPSOBZ,CL35849867,clinton > Building 1 > Floor 7,70,Critical
Gateway Connection,10.102.22.135 / 1210159758,00:17:23:A0:9F:89,CQPDOQOQUV,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,N5OC0UM,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPDLVLASR,AL82394245,albany > Building 5 > Floor 8,55,Medium
Gateway Connection,10.102.22.101 / 1230148680,00:23:68:61:FF:6A,CQPDOQORES,Medical,Patient Devices,Alaris,Infusion Pump Module,8300 EtCO2 Module,2IFFBMXAFHW4,Proprietary Micro Digital SMX RTOS,8.4.5.6,N/A,102,CQPBYCGKNE,AL08926055,albany > Building 6 > Floor 9,48,Medium
Wireless Connection,10.102.24.17,00:40:17:47:C0:C1,CQPDPWONCO,Medical,Patient Devices,GE,ECG,MAC5500,0YGV9P51XG,Proprietary C Executive,010B,N/A,102,N/A,CL24679345,clinton > Building 1 > Floor 7,46,Medium
Gateway Connection,10.102.22.68 / 1230770785,00:10:7A:88:1A:3C,CQPDQBDBGH,Medical,Patient Devices,Alaris,Infusion Pump Module,8300 EtCO2 Module,4MGMGLJ,Proprietary Micro Digital SMX RTOS,8.4.5.6,N/A,102,CQPDVRKKLJ,AL30703756,albany > Building 2 > Floor 1,30,Very Low
Gateway Connection,10.102.22.105 / 1211836761,00:23:68:02:57:38,CQPDQBDBQC,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,5V89E94DL02,Proprietary Micro Digital SMX RTOS,9.15.1.2,N/A,102,CQPDXBZFWG,BR10102823,bronx > Building 4 > Floor 5,59,Medium
Gateway Connection,10.102.22.211 / 1211239965,00:10:7A:47:F2:80,CQPDQBDCTN,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,6Z70RO7,Proprietary Micro Digital SMX RTOS,9.33.0.50,N/A,102,CQPEGXZBHZ,AL83782778,albany > Building 1 > Floor 6,44,Very Low
Wireless Connection,10.102.22.251,00:10:7A:DF:86:88,CQPDQBDDDI,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,HVLQ3,Proprietary Enea OSE,9.19.1.2,N/A,102,N/A,BR51259578,bronx > Building 3 > Floor 5,35,Very Low
Wireless Connection,10.102.23.139,00:17:23:FE:3C:CA,CQPDQBDEQO,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,H1CFWFH65,Proprietary Enea OSE,9.12.1.2,N/A,102,N/A,BR04324394,bronx > Building 2 > Floor 7,56,Medium
Gateway Connection,10.102.23.178 / 1211244163,00:23:68:34:54:E4,CQPDQBDFAJ,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,5C5HLLWD0E7,Proprietary Micro Digital SMX RTOS,9.33.0.50,N/A,102,CQPDVRKOFL,AL56526736,albany > Building 1 > Floor 8,56,Medium
Wireless Connection,10.102.24.18,84:25:3F:33:A6:63,CQPDRHKUUO,Medical,Patient Devices,GE,ECG,MAC5500,JEI0PT93H,Proprietary C Executive,010B,N/A,102,N/A,CL43914686,clinton > Building 1 > Floor 9,77,Critical
Wireless Connection,10.102.24.123,00:1A:FA:14:06:51,CQPDRHKVOI,Medical,Patient Devices,Welch Allyn,Vital Signs Monitor,VSM 6000,GH9VFOA3D,Linux 3.2.67,2.40.01,N/A,102,N/A,BR22987453,bronx > Building 2 > Floor 2,61,High
Gateway Connection,10.102.22.68 / 1230384909,00:10:7A:6E:29:6B,CQPDRLRXBB,Medical,Patient Devices,Alaris,Infusion Pump Module,8300 EtCO2 Module,YI3DVKAE1V,Proprietary Micro Digital SMX RTOS,8.4.5.6,N/A,102,CQPDVRKKLJ,AL44201388,albany > Building 2 > Floor 1,64,High
Wireless Connection,10.102.22.172,00:10:7A:97:A9:50,CQPDRLRXKU,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,LG5GX32L,Proprietary Enea OSE,9.19.1.2,N/A,102,N/A,BR47752963,bronx > Building 4 > Floor 7,34,Very Low
Gateway Connection,10.102.22.251 / 1210813887,00:10:7A:EE:0E:88,CQPDRLRYEK,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,2DGZD6ZR,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPDQBDDDI,BR02800910,bronx > Building 3 > Floor 5,49,Medium
Gateway Connection,10.102.22.211 / 1211576450,00:10:7A:AA:AD:54,CQPDRLRYOH,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,EAQ76VLY,Proprietary Micro Digital SMX RTOS,9.33.0.50,N/A,102,CQPEGXZBHZ,AL49555437,albany > Building 1 > Floor 6,51,Medium
Gateway Connection,10.102.23.139 / 1210813124,00:17:23:23:60:06,CQPDRLRZRQ,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,UEV7B9UNFFR9,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPDQBDEQO,BR82876251,bronx > Building 2 > Floor 7,79,Critical
Gateway Connection,10.102.23.178 / 1211266385,00:23:68:EB:05:BC,CQPDRLSAVD,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,3IVQNE,Proprietary Micro Digital SMX RTOS,9.33.0.50,N/A,102,CQPDVRKOFL,AL69993062,albany > Building 1 > Floor 8,76,Critical
Wireless Connection,10.102.22.30,00:17:23:56:BE:B8,CQPDRLSIAQ,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,CZO8JW5Y7HGH,Proprietary Enea OSE,9.19.1.2,N/A,102,N/A,AL17231234,albany > Building 5 > Floor 8,59,Medium
Gateway Connection,10.102.22.139 / 1211189127,00:10:7A:87:B5:AE,CQPDSWGSCB,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,POWWF2CHD,Proprietary Micro Digital SMX RTOS,9.33.0.50,N/A,102,CQPDUGVNWV,AL77748032,albany > Building 2 > Floor 7,78,Critical
Gateway Connection,10.102.22.172 / 1230600496,00:10:7A:93:BA:23,CQPDSWGSLW,Medical,Patient Devices,Alaris,Infusion Pump Module,8300 EtCO2 Module,TZMZJO7D,Proprietary Micro Digital SMX RTOS,8.4.5.0,N/A,102,CQPDRLRXKU,BR84132622,bronx > Building 4 > Floor 7,63,High
Gateway Connection,10.102.22.68 / 1210871255,00:10:7A:9B:30:45,CQPDSWGSVV,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,XJ142XHIUA,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPDVRKKLJ,AL46209131,albany > Building 2 > Floor 1,39,Very Low
Gateway Connection,10.102.22.105 / 1210109741,00:23:68:BE:06:8D,CQPDSWGTFQ,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,U1E23VGD70G,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPDXBZFWG,BR39607230,bronx > Building 4 > Floor 5,54,Medium
Gateway Connection,10.102.22.211 / 1210119455,00:10:7A:AD:48:9F,CQPDSWGUJB,Medical,Patient Devices,Alaris,Infusion Pump Module,8100 Pump Module,LJPTML5JLPK,Proprietary Micro Digital SMX RTOS,9.17.0.22,N/A,102,CQPEGXZBHZ,AL42406689,albany > Building 1 > Floor 6,50,Medium
Gateway Connection,10.102.23.179 / 1211831438,00:23:68:D6:4F:40,CQPDSWGVCN,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,EDSRDT,Proprietary Micro Digital SMX RTOS,9.33.0.50,N/A,102,CQPDUGVQXH,AL67947860,albany > Building 5 > Floor 8,52,Medium
Wireless Connection,10.102.21.255,00:23:68:12:9C:E1,CQPDSWHCRX,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,L1IDUZDVWQ,Proprietary Enea OSE,9.19.1.2,N/A,102,N/A,WA04146973,washington > Building 5 > Floor 5,31,Very Low
Gateway Connection,10.102.22.30 / 1230227252,00:17:23:F2:37:19,CQPDSWHDBS,Medical,Patient Devices,Alaris,Infusion Pump Module,8300 EtCO2 Module,DP8PMYG7J27,Proprietary Micro Digital SMX RTOS,8.4.5.6,N/A,102,CQPDRLSIAQ,AL15639872,albany > Building 5 > Floor 8,38,Very Low
Wireless Connection,10.102.22.173,00:10:7A:5A:E0:DA,CQPDUGVNMY,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,TIUIBC9S,Proprietary Enea OSE,9.19.1.2,N/A,102,N/A,CL68312479,clinton > Building 5 > Floor 8,72,Critical
Wireless Connection,10.102.22.139,00:10:7A:F2:F7:67,CQPDUGVNWV,Medical,Patient Devices,Alaris,Infusion Pump,8015 PC Unit,GZVHNR81P4,Proprietary Enea OSE,9.19.1.2,N/A,102,N/A,AL21845159,albany > Building 2 > Floor 7,62,High
Gateway Connection,10.102.22.105 / 1211342461,00:23:68:B3:C8:DC,CQPDUGVOGS,Medical,Patient Devices,Alaris,Infusion Pump Module,8110 Syringe Module,F520XQARQU,Proprietary Micro Digital SMX RTOS,9.15.1.2,N/A,102,CQPDXBZFWG,BR11574591,bronx > Building 4 > Floor 5,45,Medium
Gateway Connection,10.102.22.68 / 1230516228,00:10:7A:AD:E6:BE,CQPDUGVOQP,Medical,Patient Devices,Alaris,Infusion Pump Module,8300 EtCO2 Module,FQEXPDKM,Proprietary Micro Digital SMX RTOS,8.4.5.6,N/A,102,CQPDVRKKLJ,AL32476099,albany > Building 2 > Floor 1,50,Medium
